Title,Category,Label
ring_00520,Security,Abnormal
ring_00523,Security,Normal
ring_00536,Security,Abnormal
ring_00537,Pet Monitoring,Normal
ring_00541,Security,Vague Abnormal
ring_00542,Security,Abnormal
ring_00549,Security,Vague Abnormal
ring_00553,Wildlife,Abnormal
ring_00557,Wildlife,Abnormal
ring_00559,Security,Normal
ring_00563,"{""choices"":[""Security"",""Wildlife""]}",Abnormal
ring_00564,Security,Abnormal
ring_00566,Security,Normal
ring_00568,Wildlife,Abnormal
ring_00574,Security,Normal
ring_00575,Security,Abnormal
ring_00581,Security,Normal
ring_00583,Security,Normal
ring_00584,Wildlife,Vague Abnormal
ring_00588,Wildlife,Abnormal
ring_00589,Security,Abnormal
ring_00596,Security,Normal
ring_00598,Wildlife,Vague Abnormal
ring_00599,Security,Abnormal
ring_00602,Security,Normal
ring_00603,Pet Monitoring,Normal
ring_00608,Kid Monitoring,Vague Abnormal
ring_00624,Kid Monitoring,Normal
ring_00625,Wildlife,Normal
ring_00627,Wildlife,Abnormal
ring_00632,Security,Normal
ring_00638,Wildlife,Abnormal
ring_00639,Security,Normal
ring_00640,Kid Monitoring,Normal
ring_00641,Wildlife,Abnormal
ring_00642,Security,Abnormal
ring_00643,Security,Normal
ring_00648,Security,Normal
ring_00650,Security,Normal
ring_00658,Wildlife,Abnormal
ring_00659,Pet Monitoring,Abnormal
ring_00668,Security,Abnormal
ring_00671,Security,Normal
ring_00682,Pet Monitoring,Normal
ring_00685,Pet Monitoring,Normal
ring_00688,Wildlife,Abnormal
ring_00694,Security,Normal
ring_00695,Wildlife,Abnormal
ring_00696,Security,Vague Abnormal
ring_00699,Security,Normal
ring_00701,Pet Monitoring,Abnormal
ring_00704,Security,Vague Abnormal
ring_00707,Security,Abnormal
ring_00708,Pet Monitoring,Normal
ring_00712,Security,Abnormal
ring_00713,Security,Normal
ring_00715,Pet Monitoring,Normal
ring_00716,Wildlife,Normal
ring_00717,Security,Abnormal
ring_00718,Wildlife,Abnormal
ring_00720,Security,Normal
ring_00723,Security,Abnormal
ring_00725,Security,Abnormal
ring_00727,Security,Normal
ring_00737,Security,Normal
ring_00741,Security,Normal
ring_00745,Security,Normal
ring_00747,"{""choices"":[""Security"",""Wildlife""]}",Abnormal
ring_00748,Security,Normal
ring_00749,Pet Monitoring,Abnormal
ring_00754,Wildlife,Abnormal
ring_00760,Wildlife,Abnormal
ring_00764,Pet Monitoring,Abnormal
ring_00768,Baby Monitoring,Normal
ring_00771,Wildlife,Abnormal
ring_00774,Pet Monitoring,Abnormal
ring_00776,Security,Abnormal
ring_00781,Security,Vague Abnormal
ring_00786,Pet Monitoring,Normal
ring_00795,Security,Abnormal
ring_00797,Wildlife,Abnormal
ring_00809,Wildlife,Abnormal
ring_00813,Security,Normal
ring_00824,Security,Normal
ring_00825,Wildlife,Abnormal
ring_00829,Security,Normal
ring_00830,Wildlife,Abnormal
ring_00831,Security,Abnormal
ring_00832,"{""choices"":[""Security"",""Pet Monitoring""]}",Vague Abnormal
ring_00833,Pet Monitoring,Abnormal
ring_00839,Wildlife,Abnormal
ring_00844,Security,Abnormal
ring_00850,Security,Normal
ring_00859,Security,Abnormal
ring_00860,Pet Monitoring,Abnormal
ring_00861,Wildlife,Abnormal
ring_00862,Security,Normal
ring_00864,Security,Abnormal
ring_00870,Security,Normal
ring_00873,Kid Monitoring,Normal
ring_00878,Kid Monitoring,Normal
ring_00880,Wildlife,Abnormal
ring_00885,Kid Monitoring,Normal
ring_00886,Pet Monitoring,Normal
ring_00894,Kid Monitoring,Normal
ring_00897,"{""choices"":[""Security"",""Kid Monitoring""]}",Normal
ring_00902,Other Category,Abnormal
ring_00905,Pet Monitoring,Abnormal
ring_00906,Pet Monitoring,Normal
ring_00908,Security,Abnormal
ring_00910,Security,Normal
ring_00912,Wildlife,Abnormal
ring_00915,Baby Monitoring,Normal
ring_00923,Wildlife,Abnormal
ring_00924,Security,Abnormal
ring_00938,Pet Monitoring,Abnormal
ring_00941,Kid Monitoring,Normal
ring_00944,Pet Monitoring,Abnormal
ring_00952,Baby Monitoring,Abnormal
ring_00954,Kid Monitoring,Abnormal
ring_00957,Security,Abnormal
ring_00963,Security,Normal
ring_00970,Security,Abnormal
ring_00975,Security,Normal
ring_01013,Wildlife,Abnormal
ring_01014,Kid Monitoring,Normal
ring_01016,Wildlife,Abnormal
ring_01047,Pet Monitoring,Abnormal
ring_01055,Security,Normal
ring_01057,Security,Abnormal
ring_01058,Security,Abnormal
ring_01063,Security,Abnormal
ring_01066,Security,Normal
ring_01072,Security,Abnormal
ring_01081,Security,Normal
ring_01107,"{""choices"":[""Security"",""Wildlife""]}",Abnormal
ring_01112,Security,Normal
ring_01145,Security,Normal
ring_01146,Security,Normal
ring_01148,Pet Monitoring,Abnormal
ring_01149,Pet Monitoring,Abnormal
ring_01156,Security,Normal
ring_01157,"{""choices"":[""Security"",""Pet Monitoring""]}",Normal
ring_01177,Security,Abnormal
ring_01257,Security,Normal
ring_01274,Baby Monitoring,Normal
ring_01287,Wildlife,Abnormal
ring_01300,"{""choices"":[""Security"",""Wildlife""]}",Abnormal
ring_01302,Pet Monitoring,Abnormal
ring_01304,Pet Monitoring,Normal
ring_01305,"{""choices"":[""Wildlife"",""Pet Monitoring""]}",Abnormal
ring_01311,Pet Monitoring,Normal
ring_01312,Kid Monitoring,Normal
ring_01329,Pet Monitoring,Abnormal
ring_01330,Security,Normal
ring_01340,Wildlife,Abnormal
ring_01345,Security,Vague Abnormal
ring_01349,"{""choices"":[""Wildlife"",""Pet Monitoring""]}",Abnormal
ring_01352,Security,Normal
ring_01357,Pet Monitoring,Normal
ring_01358,Pet Monitoring,Abnormal
ring_01372,Wildlife,Abnormal
ring_01384,Other Category,Vague Abnormal
ring_01400,Security,Abnormal
ring_01424,Security,Abnormal
ring_01428,Security,Normal
ring_01431,Wildlife,Abnormal
ring_01435,Pet Monitoring,Normal
ring_01442,Wildlife,Abnormal
ring_01447,Wildlife,Abnormal
ring_01454,Wildlife,Abnormal
ring_01458,Wildlife,Abnormal
ring_01469,Pet Monitoring,Abnormal
ring_01470,Pet Monitoring,Abnormal
ring_01478,Wildlife,Abnormal
ring_01480,Wildlife,Abnormal
wyze_00001,Pet Monitoring,Normal
wyze_00002,Wildlife,Abnormal
wyze_00003,Security,Normal
wyze_00004,Wildlife,Abnormal
wyze_00005,Security,Vague Abnormal
wyze_00006,Security,Normal
wyze_00007,Pet Monitoring,Normal
wyze_00008,Pet Monitoring,Abnormal
wyze_00009,Wildlife,Abnormal
wyze_00010,Security,Normal
wyze_00011,Pet Monitoring,Abnormal
wyze_00012,Pet Monitoring,Normal
wyze_00013,Security,Normal
wyze_00014,Wildlife,Abnormal
wyze_00015,Other Category,Normal
wyze_00017,Other Category,Normal
wyze_00018,Other Category,Normal
wyze_00019,Other Category,Normal
wyze_00020,Security,Normal
wyze_00021,Wildlife,Abnormal
wyze_00022,Other Category,Normal
wyze_00023,Pet Monitoring,Abnormal
wyze_00024,Wildlife,Abnormal
wyze_00025,Security,Abnormal
wyze_00026,Security,Abnormal
wyze_00027,Security,Vague Abnormal
wyze_00028,Security,Vague Abnormal
wyze_00029,Security,Vague Abnormal
wyze_00030,Wildlife,Abnormal
wyze_00031,Pet Monitoring,Normal
wyze_00032,Security,Normal
wyze_00033,Wildlife,Abnormal
wyze_00034,Wildlife,Normal
wyze_00035,Wildlife,Abnormal
wyze_00036,Security,Abnormal
wyze_00037,Wildlife,Abnormal
suppl_00001,Security,Normal
suppl_00002,Wildlife,Abnormal
suppl_00003,Security,Normal
suppl_00004,Pet Monitoring,Normal
suppl_00005,Baby Monitoring,Abnormal
suppl_00006,Baby Monitoring,Vague Abnormal
suppl_00007,Baby Monitoring,Abnormal
suppl_00008,Baby Monitoring,Abnormal
suppl_00009,Baby Monitoring,Vague Abnormal
suppl_00010,Baby Monitoring,Abnormal
suppl_00011,Baby Monitoring,Abnormal
suppl_00012,Baby Monitoring,Abnormal
suppl_00013,Senior Care,Abnormal
suppl_00014,Senior Care,Abnormal
suppl_00015,Senior Care,Abnormal
suppl_00016,Senior Care,Vague Abnormal
suppl_00017,Senior Care,Abnormal
suppl_00018,Senior Care,Abnormal
suppl_00019,Senior Care,Abnormal
suppl_00020,Senior Care,Abnormal
suppl_00021,Senior Care,Abnormal
suppl_00022,Senior Care,Abnormal
suppl_00023,Senior Care,Normal
suppl_00024,Senior Care,Normal
suppl_00025,Senior Care,Normal
suppl_00026,Senior Care,Normal
suppl_00027,Senior Care,Normal
suppl_00028,Senior Care,Normal
suppl_00029,Senior Care,Normal
suppl_00030,Senior Care,Normal
suppl_00031,Senior Care,Normal
suppl_00032,Senior Care,Normal
vague_normal_00001,Baby Monitoring,Normal
vague_normal_00002,Pet Monitoring,Normal
vague_normal_00003,Pet Monitoring,Vague Abnormal
package_00001,Security,Normal
package_00005,Security,Normal
package_00006,Security,Normal
package_00007,Security,Normal
package_00008,Security,Normal
package_00009,Security,Normal
package_00010,Security,Normal
package_00011,Security,Normal
package_00012,Security,Normal
package_00013,Security,Normal
package_00014,Security,Normal
package_00015,Security,Normal
package_00016,Security,Normal
package_00017,Security,Normal
package_00018,Security,Normal
package_00019,Security,Normal
package_00020,Security,Normal
package_00021,Security,Normal
package_00022,Security,Normal
package_00023,Security,Normal
package_00024,Security,Normal
package_00026,Security,Normal
package_00027,Security,Normal
package_00028,Security,Normal
package_00029,Security,Normal
package_00030,Security,Normal
package_00031,Security,Normal
package_00032,Security,Normal
package_00033,Security,Normal
package_00034,Security,Normal
package_00035,Security,Normal
package_00036,Security,Normal
package_00037,Security,Normal
package_00038,Security,Normal
package_00039,Security,Normal
package_00040,Security,Normal
package_00041,Security,Normal
package_00042,Security,Normal
package_00043,Security,Normal
package_00044,Security,Normal
package_00045,Security,Normal
package_00046,Security,Normal
package_00047,Security,Normal
package_00048,Security,Normal
package_00049,Security,Normal
package_00050,Security,Normal
package_00051,Security,Normal
package_00052,Security,Normal
package_00053,Security,Normal
package_00056,Security,Normal
package_00057,Security,Normal
package_00058,Security,Normal
package_00059,Security,Abnormal
package_00060,Security,Abnormal
package_00062,Security,Normal
package_00063,Security,Normal
package_00064,Security,Normal
package_00065,Security,Normal
package_00066,Security,Normal
package_00067,Security,Normal
package_00068,Security,Normal
package_00069,Security,Normal
package_00070,Security,Normal
package_00071,Security,Normal
package_00072,Security,Normal
package_00073,Security,Normal
package_00074,Security,Normal
package_00075,Security,Normal
package_00076,Security,Normal
package_00077,Security,Normal
package_00078,Security,Normal
package_00079,Security,Normal
package_00080,Security,Normal
package_00081,Security,Normal
package_00082,Security,Normal
package_00083,Security,Normal
package_00084,Security,Normal
package_00085,Security,Normal
package_00086,Security,Normal
package_00087,Security,Normal
package_00088,Security,Normal
package_00089,Security,Normal
package_00091,Security,Normal
package_00092,Security,Normal
package_00093,Security,Normal
package_00094,Security,Normal
package_00095,Security,Normal
package_00096,Security,Normal
package_00097,Security,Normal
Wyze_team_00000,Security,Normal
Wyze_team_00001,Security,Normal
Wyze_team_00002,Security,Normal
Wyze_team_00003,Security,Normal
Wyze_team_00004,Security,Normal
Wyze_team_00005,Security,Normal
Wyze_team_00006,Security,Normal
Wyze_team_00007,Security,Normal
Wyze_team_00008,Security,Normal
Wyze_team_00009,Security,Normal
Wyze_team_00010,Security,Normal
Wyze_team_00011,Security,Normal
Wyze_team_00012,Security,Normal
Wyze_team_00013,Security,Normal
Wyze_team_00014,Security,Normal
Wyze_team_00015,Security,Normal
Wyze_team_00016,Security,Normal
Wyze_team_00017,Security,Normal
Wyze_team_00018,Security,Normal
Wyze_team_00019,Security,Normal
Wyze_team_00020,Security,Normal
Wyze_team_00021,Pet Monitoring,Normal
Wyze_team_00022,Security,Normal
Wyze_team_00023,Security,Normal
Wyze_team_00024,Security,Normal
Wyze_team_00025,Security,Normal
Wyze_team_00026,Security,Normal
Wyze_team_00027,Security,Normal
Wyze_team_00028,Security,Normal
Wyze_team_00029,Security,Normal
Wyze_team_00030,Security,Normal
Wyze_team_00031,Security,Normal
Wyze_team_00032,Security,Normal
Wyze_team_00033,Security,Normal
Wyze_team_00034,Security,Normal
Wyze_team_00035,Security,Normal
Wyze_team_00036,Security,Normal
Wyze_team_00037,Security,Normal
Wyze_team_00038,Security,Normal
Wyze_team_00039,Pet Monitoring,Normal
Wyze_team_00040,Pet Monitoring,Normal
Wyze_team_00041,Security,Normal
Wyze_team_00042,Security,Normal
Wyze_team_00043,Pet Monitoring,Vague Abnormal
Wyze_team_00044,Security,Normal
Wyze_team_00045,Security,Normal
Wyze_team_00046,Security,Normal
Wyze_team_00047,Pet Monitoring,Normal
Wyze_team_00048,Security,Normal
Wyze_team_00049,Security,Normal
Wyze_team_00050,Pet Monitoring,Normal
Wyze_team_00051,Security,Vague Abnormal
Wyze_team_00052,Security,Normal
Wyze_team_00053,Security,Normal
Wyze_team_00054,Security,Normal
Wyze_team_00055,Security,Normal
Wyze_team_00056,Security,Normal
Wyze_team_00057,Security,Normal
Wyze_team_00058,Security,Normal
Wyze_team_00059,Security,Normal
Wyze_team_00060,Security,Normal
Wyze_team_00061,Security,Normal
Wyze_team_00062,Security,Normal
Wyze_team_00063,Security,Normal
Wyze_team_00064,Security,Normal
Wyze_team_00065,Security,Normal
Wyze_team_00066,Security,Normal
Wyze_team_00067,Security,Normal
Wyze_team_00068,Security,Normal
Wyze_team_00069,Security,Normal
Wyze_team_00070,Security,Normal
Wyze_team_00071,Security,Normal
Wyze_team_00072,Security,Normal
Wyze_team_00073,Security,Normal
Wyze_team_00074,Security,Normal
Wyze_team_00075,Security,Normal
Wyze_team_00076,Security,Normal
Wyze_team_00077,Pet Monitoring,Normal
Wyze_team_00078,Security,Normal
Wyze_team_00079,Security,Normal
Wyze_team_00080,Security,Normal
Wyze_team_00081,Security,Normal
Wyze_team_00082,Security,Normal
Wyze_team_00083,Security,Normal
Wyze_team_00084,Pet Monitoring,Normal
Wyze_team_00085,Security,Normal
Wyze_team_00086,Security,Normal
Wyze_team_00087,Security,Normal
Wyze_team_00088,Security,Normal
Wyze_team_00089,Security,Normal
Wyze_team_00090,Security,Normal
